0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,
154,0,0,0,0,214,213,0,0,0,0,0,0,0,0,0,
171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,241,242,120,121,122,123,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
