122,123,125,69,70,70,70,70,70,70,70,70,71,125,122,123,
139,140,142,86,87,90,90,87,90,87,87,87,91,142,139,140,
215,215,215,92,93,93,93,93,93,93,93,93,94,215,215,215,
0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,215,215,0,0,0,0,0,0,0,0,0,0,0,
0,0,215,0,0,215,0,0,0,0,215,0,0,215,0,0,
0,0,219,0,0,219,0,0,0,0,219,0,0,219,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,215,0,0,215,0,0,0,0,215,0,0,215,0,0,
0,0,219,0,0,219,0,0,0,0,219,0,0,219,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,215,0,0,215,0,0,0,0,215,0,0,215,0,0,
0,0,219,0,0,219,0,0,0,0,219,0,0,219,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
137,138,19,266,0,267,268,26,7,54,142,139,140,142,219,219
