2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,
2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,
2659,2659,8867,8868,8866,8867,8868,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,
2659,8783,8950,8951,8949,8950,8951,0,8200,0,6921,6922,6923,6924,6925,8281,0,8451,2659,7677,7678,0,0,0,6780,8080,8081,0,8578,8579,0,8080,8081,6780,0,0,0,7677,7678,2659,0,0,0,10794,0,0,0,8422,8423,8424,8425,0,0,0,0,0,0,0,0,2659,
2659,8866,0,0,0,0,0,0,0,0,0,8369,0,8369,0,0,8370,8534,2659,7760,7761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7760,7761,2659,0,0,10791,0,10792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2659,
2659,8949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8617,2659,7843,7844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7843,7844,2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2659,
2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8451,2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2659,10957,0,0,0,0,0,0,0,10275,10276,10277,10278,0,0,0,0,0,7028,7029,2659,
2659,8536,8536,8537,0,0,0,0,8368,8368,8368,0,0,0,0,0,8370,8534,2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2659,10959,0,0,0,0,0,0,0,10358,10359,10360,10361,0,0,0,0,0,7280,7281,2659,
2659,0,0,0,0,0,0,8370,8542,8543,8544,8371,0,0,0,0,0,8617,2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2659,10960,0,0,0,0,0,0,0,10441,10442,10443,10444,0,0,0,0,0,7363,7364,2659,
2659,0,0,0,0,0,0,8370,8625,8626,8627,8371,0,0,0,0,0,0,2659,0,0,0,0,6183,0,0,0,0,0,0,0,0,0,10347,10348,0,0,0,0,2659,10958,0,0,0,0,0,0,0,10524,10525,10526,10527,0,0,0,7197,7198,7363,7364,2659,
2659,0,0,0,0,0,0,0,8708,8709,8710,0,0,0,0,0,0,0,2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2659,10796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2659,
2659,8787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8787,2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2659,7683,7684,7847,7848,7849,0,0,0,0,0,0,0,0,0,0,7276,7277,7278,7279,2659,
2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7359,7360,7361,7362,2659,
2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2659,
2659,2659,2659,2659,2659,2659,2659,2659,2659,0,0,2659,2659,2659,2659,2659,2659,2659,2659,0,0,0,0,0,0,10690,10691,10692,10691,10692,10691,10692,10693,0,0,0,0,0,0,2659,2659,2659,2659,2659,2659,2659,2659,0,0,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,
2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10773,0,0,0,0,0,0,10776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2659,
2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10773,0,10279,10280,10281,10282,0,10776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2659,
2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10773,0,10362,10363,10364,10365,0,10776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2659,
2659,0,0,10102,10103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10773,0,10445,10446,10447,10448,0,10776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10100,10101,0,0,2659,
2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10773,0,10528,10529,10530,10531,0,10776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2659,
2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10856,0,0,0,0,0,0,10859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2659,
2659,2659,2659,2659,2659,2659,2659,2659,2659,0,0,2659,2659,2659,2659,2659,2659,2659,2659,0,0,0,0,0,0,10939,10940,10941,10940,10940,10940,10941,10942,0,0,0,0,0,0,2659,2659,2659,2659,2659,2659,2659,2659,0,0,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,
